accion_id,hallazgo_id,tipo,auditor,dependencia,accion,objetivo,indicador,unidad_medida,meta,recursos,fecha_inicio,fecha_fin,descripcion,denominacion_medida,ejecutor_login,ejecutor_name,ejecutor_email,ejecutor_rol
330,146,,rberdugo,SCO,PLANEAR Y ESTRUCTURAR LOS ESTUDIOS DE OPORTUNIDAD Y CONVENIENCIA DE CONFORMIDAD A LAS NECESIDADES CONTRATUALES,,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,100,,2018-08-01,2019-07-25,,,compras,Jefe de Sección de Compras,compras@udistrital.edu.co,2
331,146,,rberdugo,SCO,PUBLICAR TODOS LOS DOCUMENTOS DE LA ETAPA CONTRACTUAL EN EL SECOP,,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,100,,2018-08-01,2019-07-25,,,compras,Jefe de Sección de Compras,compras@udistrital.edu.co,2
332,147,,rberdugo,REC,"REMITIR A LA CONTRALORÍA DE BOGOTÁ, EVIDENCIAS DE CULMINACIÓN DE PROCEDIMIENTO ADMINISTRATIVO QUE DECLARÓ INCOMPATIBILIDAD PENSIONAL Y QUE ORDENÓ APLICAR SUBROGACIÓN, ASÍ COMO OFICIO DE LA DIVISIÓN DE RECURSOS HUMANOS QUE DA CUENTA DE LA APLICACIÓN EN NÓM",,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,100,,2018-08-15,2019-07-25,,,rectoria,Asistente del Rector,rectoria@udistrital.edu.co,2
333,147,,rberdugo,SG,"OFICIAR A COLPENSIONES RELACIÓN DE LAS PENSIONES DE JUBILACIÓN QUE LA UNIVESIDAD DISTRITAL RECONOCIÓ DESDE HACE MÁS DE 2 DÉCADAS, PARA FACILITAR A  COLPENSIONES QUE  CUMPLA CON SU OBLIGACIÓN DE  CONSULTAR PREVIAMENTE A SU RECONOCIMIENTO DE PENSIÓN DE VEJE",,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,100,,2018-08-15,2019-07-25,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
334,148,,rberdugo,REC,"REMITIR A LA CONTRALORÍA DE BOGOTÁ, EVIDENCIAS DE CULMINACIÓN DE PROCEDIMIENTO ADMINISTRATIVO QUE DECLARÓ INCOMPATIBILIDAD PENSIONAL Y QUE ORDENÓ APLICAR SUBROGACIÓN, ASÍ COMO OFICIO DE LA DIVISIÓN DE RECURSOS HUMANOS QUE DA CUENTA DE LA APLICACIÓN EN NÓM",,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,100,,2018-08-15,2019-07-25,,,rectoria,Asistente del Rector,rectoria@udistrital.edu.co,2
335,148,,rberdugo,SG,"OFICIAR A COLPENSIONES RELACIÓN DE LAS PENSIONES DE JUBILACIÓN QUE LA UNIVESIDAD DISTRITAL RECONOCIÓ DESDE HACE MÁS DE 2 DÉCADAS, PARA FACILITAR A  COLPENSIONES QUE  CUMPLA CON SU OBLIGACIÓN DE  CONSULTAR PREVIAMENTE A SU RECONOCIMIENTO DE PENSIÓN DE VEJE",,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,100,,2018-08-15,2019-07-25,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
336,149,,rberdugo,REC,"REMITIR A LA CONTRALORÍA DE BOGOTÁ, EVIDENCIAS DE CULMINACIÓN DE PROCEDIMIENTO ADMINISTRATIVO QUE DECLARÓ INCOMPATIBILIDAD PENSIONAL Y QUE ORDENÓ APLICAR SUBROGACIÓN, ASÍ COMO OFICIO DE LA DIVISIÓN DE RECURSOS HUMANOS QUE DA CUENTA DE LA APLICACIÓN EN NÓM",,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,NÚMERO DE EVIDENCIAS REQUERIDAS PARA DEMOSTRAR DESAPARACIÓN CAUSA HALLAZGO / NÚMERO DE EVIDENCIAS ENVIADAS,100,,2018-08-15,2019-07-25,,,rectoria,Asistente del Rector,rectoria@udistrital.edu.co,2
337,149,,rberdugo,REC,"OFICIAR A COLPENSIONES RELACIÓN DE LAS PENSIONES DE JUBILACIÓN QUE LA UNIVESIDAD DISTRITAL RECONOCIÓ DESDE HACE MÁS DE 2 DÉCADAS, PARA FACILITAR A  COLPENSIONES QUE  CUMPLA CON SU OBLIGACIÓN DE  CONSULTAR PREVIAMENTE A SU RECONOCIMIENTO DE PENSIÓN DE VEJE",,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,NÚMERO DE OFICIOS REQUERIDOS PARA INFORMAR A COLPENSIONES LOS PENSIONADOS POR LA UNIVESIDAD / NÚMERO DE OFICIOS ENVIADOS A  COLPENSIONES INFORMANDO LOS PENSIONADOS POR LA UNIVESIDAD,100,,2018-08-15,2019-07-25,,,rectoria,Asistente del Rector,rectoria@udistrital.edu.co,2
338,150,,rberdugo,DRH,REALIZAR LA CARACTERIZACIÓN  DEL PROCEDIMIENTO DEL COBRO DE LAS CUOTAS DE PARTES PENSIONALES DE LA UNIVERSIDAD.,,NUMERO DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE COBRO DE CUOTAS PARTES REQUERIDOS/ NUMERO DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REALIZADO,NUMERO DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE COBRO DE CUOTAS PARTES REQUERIDOS/ NUMERO DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REALIZADO,100,,2018-09-30,2019-07-25,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
339,150,,rberdugo,DRH,APROBAR LA CARACTERIZACIÓN DEL PROCEDIMIENTO DEL COBRO DE LAS CUOTAS DE PARTES PENSIONALES DE LA UNIVERSIDAD.,,NUMERO DE APROBACIONES DE  CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REQUERIDO  / NUMERO DE APROBACIÓN DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REALIZADO,NUMERO DE APROBACIONES DE  CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REQUERIDO  / NUMERO DE APROBACIÓN DE CARACTERIZACIÓN  DE PROCEDIMIENTO DE CUOTAS PARTES REALIZADO,100,,2018-09-30,2019-07-25,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
340,151,,rberdugo,ODO,ESTABLECER PUNTO DE CONTROL PARA REVISAR CADA SOLICITUD  ENTREGADA  POR LOS DOCENTES CONTRA LOS SOPORTES ADJUNTOS,,SOLICITUDES RADICADAS POR LOS DOCENTES / SOLICITUDES APROBADAS,SOLICITUDES RADICADAS POR LOS DOCENTES / SOLICITUDES APROBADAS,100,,2018-09-01,2019-07-25,,,docencia,Jefe de Docencia,docencia@udistrital.edu.co,2
341,152,,rberdugo,OAJ,"ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE EL DRIVE, EL INFORME CUMPLIMIENTO ABOGADO EXTERNO Y EL INFORME DETALLADO DE CADA UNO DE LOS PROCESOS A SU CARGO, AL FINALIZAR EL CONTRATO.",,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
342,153,,rberdugo,OAJ,"DAR  CUMPLIMIENTO AL PROCEDIMIENTO  GJ-PR-003, CUMPLIMIENTO A PROVIDENCIAS JUDICIALES  EN PARTICULAR EN LOS TERMINOS  DE TIEMPO ALLI ESTABLECIDOS",,NUMERO DE  FALLOS PROFERIDOS POR LA JURISDICCIÓN CONTENCIOSA/TOTAL DE FALLOS CUMPLIDOS,NUMERO DE  FALLOS PROFERIDOS POR LA JURISDICCIÓN CONTENCIOSA/TOTAL DE FALLOS CUMPLIDOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
343,154,,rberdugo,OAJ,"DAR  CUMPLIMIENTO AL PROCEDIMIENTO  GJ-PR-003, CUMPLIMIENTO A PROVIDENCIAS JUDICIALES  EN PARTICULAR EN LOS TERMINOS  DE TIEMPO ALLI ESTABLECIDOS",,NUMERO DE  FALLOS PROFERIDOS POR LA JURISDICCIÓN CONTENCIOSA/TOTAL DE FALLOS CUMPLIDOS,NUMERO DE  FALLOS PROFERIDOS POR LA JURISDICCIÓN CONTENCIOSA/TOTAL DE FALLOS CUMPLIDOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
344,155,,rberdugo,VIA,"IMPLEMENTACIÓN EN  EL APLICATIVO  ACADÉMICO,  LA OPCIÓN DE GUARDAR A PARTIR DE LA FECHA  Y/O CAPTURAR LOS NÚMEROS DE LOS CERTIFICADOS ELECTORALES O EN SU DEFECTO LA CERTIFICACIÓN  DE LA COORDINACIÓN DEL GRUPO  DE SOPORTE ELECTORAL DE LA REGISTRADURÍA  GEN",,NO DE SOLITUDES DESCUENTOS ELECTORALES/ SOPORTES DE SOLICITUDES ALLEGAS POR PERIODO*100,NO DE SOLITUDES DESCUENTOS ELECTORALES/ SOPORTES DE SOLICITUDES ALLEGAS POR PERIODO*100,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
345,155,,rberdugo,VIA,CAPACITACIÓN DE LOS FUNCIONARIOS QUE INTERVIENE EN LA GENERACIÓN DE LAS ORDENES DE MATRÍCULA CON DESCUENTOS  ELECTORALES.,,FUNCIONARIO/ TOTAL FUNCIONARIOS QUE INTERVIENE EN EL PROCESO POR PERIODO*100,FUNCIONARIO/ TOTAL FUNCIONARIOS QUE INTERVIENE EN EL PROCESO POR PERIODO*100,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
346,155,,rberdugo,VIA,ACTUALIZACION  PROCEDIMIENTO DESCUENTO ELECTORAL   Y   SOCIALIZACIÓN  PARA LOS  FUNCIONARIOS QUE INTERVIENE EN LA GENERACIÓN DE LAS ORDENES DE MATRÍCULA.,,PROCESO ACTUALIZADO/ PROCESO EXISTENTE,PROCESO ACTUALIZADO/ PROCESO EXISTENTE,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
347,156,,rberdugo,OAJ,"4.- DESARROLLAR LAS ACCIONES ADMINISTRATIVAS Y JURIDICAS, DE CON FORMIDAD CON LA SENTENCIA T 438 DE 2010 Y SALVARGUANDANDO EL DEBIDO PROCESO, LAS CUALES CONSTAN DE: A) DAR AVISO CON TREINTA DÍAS DE ANTELACIÓN AL TITULAR DEL DERECHO PENSIONAL; B) EXPEDICIÓ",,4. N° DE ACCIONES ADMINISTRATIVAS Y JURÍDICAS REALIZADAS/ TOTAL CASOS.,4. N° DE ACCIONES ADMINISTRATIVAS Y JURÍDICAS REALIZADAS/ TOTAL CASOS.,1,,2014-08-25,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
348,157,,rberdugo,OAJ,1. DAR CUMPLIMIENTO AL PROCESO DE GESTIÓN CONTRACTUAL.,,1. ACTIVIDADES EJECUTADAS/ACTIVIDADES PROGRAMADAS,1. ACTIVIDADES EJECUTADAS/ACTIVIDADES PROGRAMADAS,1,,2014-06-01,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
349,158,,rberdugo,SG,9. NOTIFICACIÓN DEL ACTO ADMINISTRATIVO,,TOTAL DE NOTIFICACIONES EFECTUADAS/TOTAL DE NOTIFICACIOES A EFECTUAR,TOTAL DE NOTIFICACIONES EFECTUADAS/TOTAL DE NOTIFICACIOES A EFECTUAR,1,,2014-11-04,2015-12-30,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
350,159,,rberdugo,IDEXUD,"EL IDEXUD (EN ALIANZA CON LA ENTIDAD BANCARIA Y SU ALIADO DESARROLLADOR DE SOFTWARE), IMPLEMENTARÁ UN PRODUCTO FINANCIERO  QUE LE PERMITIRÁ,LA IDENTIFICACIÓN PARTICULAR Y OPORTUNA DE LOS RECURSOS EJECUTADOS POR CADA PROYECTO.",,SOFTWARE IMPLEMENTADO/SOFTWARE A IMPLEMENTAR,SOFTWARE IMPLEMENTADO/SOFTWARE A IMPLEMENTAR,1,,2014-06-01,2015-12-30,,,idexud,Director del IDEXUD,idexud@udsitrital.edu.co,2
351,160,,rberdugo,SCON,1. REALIZAR LA CONCILIACION  Y CONFRONTACIÓN DE CIFRAS ENTRE LA AREAS  DE ALMACEN Y CONTABILIDAD,,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,1,,2014-05-30,2015-12-30,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
352,160,,rberdugo,AGI,2. FINALIZAR LA TOMA FISICA.,,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,1,,2014-05-30,2015-12-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
353,160,,rberdugo,AGI,3. NOTIFICAR UN INFORME FINAL A CONTABILIDAD.,,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,TOTAL DE INVENTARIOS INDIVIDUALIZADOS FIRMADO/TOTAL DE INVENTARIOS INDIVIDUALIADOS. CONCILIACIONES EFECTUADAS.,1,,2014-05-30,2015-12-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
354,160,,rberdugo,AGI,SE AJUSTÓ LA BASE DE DATOS PARA PODER OBTENER LA DEPRECIACIÓN DE LOS ELEMENTOS. ADEMÁS SE VIENE TRABAJANDO CON LA OFICINA DE SISTEMAS EN LA IMPLEMENTACIÓN DEL APLICATIVO QUE TENGA LA CAPACIDAD PARA EL ÓPTIMO MANEJO DE LA INFORMACIÓN QUE REPOSA EN LA SECCI,,(ELEMENTOS DEPRECIADOS / ELEMENTOS POR DEPRECIAR) X 100,(ELEMENTOS DEPRECIADOS / ELEMENTOS POR DEPRECIAR) X 100,1,,2014-06-01,2016-03-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
355,161,,rberdugo,OAJ,"1, VERIFICAR EL PROCEDIMIENTO PARA LA APLICACIÓN DE LAS SENTENCIAS JUDICIALES Y LOS TÉRMINOS ESTABLECIDOS EN LA LEY, ESPECÍFICAMENTE PARA LOS PASOS SUBSIGUIENTES A LA PRODUCCIÓN DEL FALLO DEFINITIVO POR EL TRIBUNAL Y SU COMUNICADO A LA UNIVERSIDAD.",,"NO. DE LIQUIDACIONES DE SENTENCIAS EFECTUADAS DE CONFORMIDAD CON LA NORMATIVIDAD VIGENTE/NO, DE SENTENCIAS REMITIDAS A LA DIVISIÓN PARA CUMPLIMIENTO","NO. DE LIQUIDACIONES DE SENTENCIAS EFECTUADAS DE CONFORMIDAD CON LA NORMATIVIDAD VIGENTE/NO, DE SENTENCIAS REMITIDAS A LA DIVISIÓN PARA CUMPLIMIENTO",1,,2014-06-01,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
356,162,,rberdugo,OAJ,"10. AGOTAMIENTO DE LA ETAPA DE LOS RECURSOS, FIRMEZA DEL ACTO ADMINISTRATIVO. (EL AVANCE ESTÁ SUPEDITADO A LAS RESPUESTAS DE COLPENSIONES Y EL PLAZO DE LOS PROCEDIMIENTOS INTERNOS DE LOS ESTRADOS JUDICIALES)",,TOTAL DE RECURSOS ATENDIDOS/ TOTAL DE RECURSOS INTERPUESTOS,TOTAL DE RECURSOS ATENDIDOS/ TOTAL DE RECURSOS INTERPUESTOS,1,,2014-11-04,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
357,163,,rberdugo,OAJ,11. APLICACIÓN NOMINA,,TOTAL DE PENSIONES AJUSTADAS/TOTAL DE SUBROGACIONES EN FIRME,TOTAL DE PENSIONES AJUSTADAS/TOTAL DE SUBROGACIONES EN FIRME,1,,2014-11-04,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
358,164,,rberdugo,OAJ,1-. CONTINUAR LAS ACCIONES  COMO RESULTADO DE LA TUTELA INTERPUESTA FALLADA A FAVOR DE LA UNIVERSIDAD CONTRA COLPENSIONES CON EL FIN DE IDENTICAR LOS CASOS PUNTUALES DE  PRESUNTAS DOBLES PENSIONES NO COMUNICADAS A LA UNIVERSIDAD OFICIALMENTE,,ACCIONES IMPLEMENTADAS/ ACIONES A IMPLEMENTAR,ACCIONES IMPLEMENTADAS/ ACIONES A IMPLEMENTAR,1,,2014-11-04,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
359,165,,rberdugo,OAJ,1-. CONTINUAR LAS ACCIONES  COMO RESULTADO DE LA TUTELA INTERPUESTA FALLADA A FAVOR DE LA UNIVERSIDAD CONTRA COLPENSIONES CON EL FIN DE IDENTICAR LOS CASOS PUNTUALES DE  PRESUNTAS DOBLES PENSIONES NO COMUNICADAS A LA UNIVERSIDAD OFICIALMENTE,,ACCIONES IMPLEMENTADAS/ ACIONES A IMPLEMENTAR,ACCIONES IMPLEMENTADAS/ ACIONES A IMPLEMENTAR,1,,2014-11-04,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
360,166,,rberdugo,DRH,"4. A- DESARROLLAR LAS ACCIONES ADMINISTRATIVAS Y JURIDICAS, DE CON FORMIDAD CON LA SENTENCIA T 438 DE 2010 Y SALVARGUANDANDO EL DEBIDO PROCESO, LAS CUALES CONSTAN DE: A) DAR AVISO CON TREINTA DÍAS DE ANTELACIÓN AL TITULAR DEL DERECHO PENSIONAL (EL AVANCE ",,AVISOS EFECTUADOS/ TOTAL EDE  PENSIONADOS  COMUNICADOS POR COLPENSIONES,AVISOS EFECTUADOS/ TOTAL EDE  PENSIONADOS  COMUNICADOS POR COLPENSIONES,1,,2014-11-04,2015-12-30,,,rechumanos,Jefe de División de Recursos Humanos,rechumanos@udistrital.edu.co,2
361,167,,rberdugo,OAPC,DURANTE LOS ESTUDIOS PREVIOS PARA LA EJECUCIÓN DE OBRAS CIVILES EN LA UNIVERSIDAD ESTABLECER QUE SE CUENTA CON LOS PERMISOS Y LICENCIAS CORRESPONDIENTES Y QUE LOS PLAZOS DE OTORGAMIENTO SE AJUSTAN A LA EJECUCIÓN DE LAS OBRAS.,,NUMERO DE ESTUDIOS PREVIOS CON ESTABLECIMIENTO DE PERMISOS Y LICENCIAS NECESARIAS / NÚMERO DE OBRAS CIVILES EJECUTADAS EN LA UNIVERSIDAD,NUMERO DE ESTUDIOS PREVIOS CON ESTABLECIMIENTO DE PERMISOS Y LICENCIAS NECESARIAS / NÚMERO DE OBRAS CIVILES EJECUTADAS EN LA UNIVERSIDAD,1,,2014-11-05,2015-12-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
362,168,,rberdugo,OAJ,7. ELABORACIÓN DEL ACTO ADMINISTRATIVO DE ACUERDO A LA INFORMACIÓN DE COLPENSIONES Y DE CONFORMIDAD CON LA SENTENCIA T438 DEL 2010 (EL AVANCE ESTÁ SUPEDITADO A LAS RESPUESTAS DE COLPENSIONES),,NUMERO DE ACCIONES DESARROLLADAS/ NUMERO DE CASOS CERTIFICADOS POR COLPENSIONES,NUMERO DE ACCIONES DESARROLLADAS/ NUMERO DE CASOS CERTIFICADOS POR COLPENSIONES,1,,2014-11-04,2015-12-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
363,169,,rberdugo,SG,8. NUMERACIÓN Y REGISTRO DEL ACTO ADMINISTRATIVO,,NÚMERO DE ACTOS NUMERADOS Y REGISTRADOS/ TOTAL DE ACTOS PROYECTADOS,NÚMERO DE ACTOS NUMERADOS Y REGISTRADOS/ TOTAL DE ACTOS PROYECTADOS,1,,2014-11-04,2015-12-30,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
364,170,,rberdugo,SG,9. NOTIFICACIÓN DEL ACTO ADMINISTRATIVO,,TOTAL DE NOTIFICACIONES EFECTUADAS/TOTAL DE NOTIFICACIOES A EFECTUAR,TOTAL DE NOTIFICACIONES EFECTUADAS/TOTAL DE NOTIFICACIOES A EFECTUAR,1,,2014-11-04,2015-12-30,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
365,171,,rberdugo,OAJ,EMITIR CIRCULAR RECORDANDO A LOS  SUPERVISORES DARÁN ESTRICTO Y OPORTUNO CUMPLIMIENTO AL PROCEDIMIENTO ESTABLECIDO EN EL MANUAL DE SUPERVISIÓN E INTERVENTORÍA DE LA ENTIDAD PARA ELABORACIÓN DE MODIFICACIONES CONTRACTUALES (OTROSÍES),,EMITIR CIRCULAR,EMITIR CIRCULAR,1,,2017-08-01,2017-09-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
366,172,,rberdugo,OAJ,"EMITIR  CIRCULAR RECORDANDO  A LAS ÁREAS  A DAR ESTRICTO CUMPLIMIENTO A LA NORMATIVIDAD INTERNA VIGENTE SOBRE ESTRUCTURA Y CONTENIDO, DE LOS ESTUDIOS PREVIOS Y DEMÁS DOCUMENTOS PRECONTRACTUALES",,EMITIR CIRCULAR,EMITIR CIRCULAR,1,,2017-08-01,2017-09-30,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
367,173,,rberdugo,AGI,1. CUMPLIMIENTO CRONOGRAMA DE TRABAJO ESTABLECIDO CON COORDINADORES DE LABORATORIOS PARA LA TOMA FÍSICA AL 15 DE DICIEMBRE DE 2014,,ACCIÓN 1. INDICADOR DE EFECTIVIDAD: (N. DE INVENTARIOS EN LABORATORIOS LEGALIZADOS MEDIANTE TOMA FÍSICA / N. TOTAL DE INVENTARIOS DE LABORATORIOS ) *100,ACCIÓN 1. INDICADOR DE EFECTIVIDAD: (N. DE INVENTARIOS EN LABORATORIOS LEGALIZADOS MEDIANTE TOMA FÍSICA / N. TOTAL DE INVENTARIOS DE LABORATORIOS ) *100,1,,2014-07-15,2015-12-30,,,almacen,Jefe de Sección Almacen,almacen@udistrital.edu.co,2
368,174,,rberdugo,OAPC,INCLUIR DENTRO DEL  PROCEDIMIENTO DEL BANCO DE PROYECTOS LAS ACTIVIDADES EN DONDE LA OFICINA ASESORA DE PLANEACIÓN Y CONTROL VERIFIQUE QUE EL OBJETO A CONTRATAR ESTÉ DENTRO DEL ALCANCE DEL PROYECTO.,,NÚMERO DE PROCEDIMIENTOS MODIFICADOS/NÚMERO DE PROCEDIMIENTOS PROYECTADOS PARA SU MODIFICACIÓN,NÚMERO DE PROCEDIMIENTOS MODIFICADOS/NÚMERO DE PROCEDIMIENTOS PROYECTADOS PARA SU MODIFICACIÓN,1,,2016-09-01,2017-04-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
369,174,,rberdugo,OAPC,"SOLICITAR UN INFORME SEMESTRAL A LOS PROYECTOS DE INVERSIÓN QUE CONTENGA DE FORMA DETALLADA EL AVANCE DE LAS ACTIVIDADES PLANTEADAS EN EL PLAN DE ACCIÓN, LAS CAUSAS QUE HAN IMPEDIDO LA EJECUCIÓN PROGRAMADA Y LAS ACCIONES DE MEJORA PARA LOGRAR EL ALCANCE D",,NÚMERO DE INFORMES SEMESTRALES PRESENTADOS/NÚMERO DE INFORMES SEMESTRALES SOLICITADOS,NÚMERO DE INFORMES SEMESTRALES PRESENTADOS/NÚMERO DE INFORMES SEMESTRALES SOLICITADOS,1,,2016-09-01,2017-04-30,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
370,175,,rberdugo,OAS,DESARROLLAR LA PRIMERA ETAPA DE LA FASE DE TRANSICIÓN DEFINIDA EN EL PLAN MAESTRO DE INFORMÁTICA Y TELECOMUNICACIONES,,%  PROMEDIO DE AVANCE DE LAS METAS TRAZADAS EN EL PLAN DE ACCIÓN 2014 PARA EL SUBPROYECTO “ SISTEMA INSTITUCIONAL DE INFORMACIÓN UD”,%  PROMEDIO DE AVANCE DE LAS METAS TRAZADAS EN EL PLAN DE ACCIÓN 2014 PARA EL SUBPROYECTO “ SISTEMA INSTITUCIONAL DE INFORMACIÓN UD”,14,,2014-06-01,2015-12-30,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
